瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%)
192,柳林,2020-07-16,22,,.8,83.1
192,柳林,2020-07-17,22.7,,.9,81.9
192,柳林,2020-07-18,22.1,,.7,84.8
192,柳林,2020-07-19,23.3,6.6,.7,94.1
192,柳林,2020-07-20,26.3,.7,1.4,88
192,柳林,2020-07-21,25.2,8.3,.7,84.4
192,柳林,2020-07-22,23.4,36.1,.5,95.3
192,柳林,2020-07-23,22.5,102.8,1.2,96.8
192,柳林,2020-07-24,21.1,9.3,1.2,92.5
192,柳林,2020-07-25,21.6,5.2,.5,95.6
192,柳林,2020-07-26,23.7,,.9,81.3
192,柳林,2020-07-27,22,41.4,.5,94.9
192,柳林,2020-07-28,24.4,21.9,.7,94.9
192,柳林,2020-07-29,24.4,23.7,.4,95.6
192,柳林,2020-07-30,24.6,48.4,.8,93.8
192,柳林,2020-07-31,26.2,,.8,88.3
192,柳林,2020-08-01,26.6,,.9,85.1
192,柳林,2020-08-02,27.4,,1.3,84.6
192,柳林,2020-08-03,27.2,,1.2,84.9
192,柳林,2020-08-04,27.4,,1,85.8
192,柳林,2020-08-05,27.1,26.6,1.1,90.4
192,柳林,2020-08-06,26.9,11.8,1.6,89.3
192,柳林,2020-08-07,25.4,90.3,.8,95
192,柳林,2020-08-08,25.3,107.5,1.1,94.4
192,柳林,2020-08-09,27.4,1.1,1.6,84.6
192,柳林,2020-08-10,25.8,68.9,1.2,95.3
192,柳林,2020-08-11,26.5,21.9,1.2,89.8
192,柳林,2020-08-12,27.8,1.8,1,88.6
192,柳林,2020-08-13,28,,1.2,84.5
192,柳林,2020-08-14,28.7,,1.5,82.5
192,柳林,2020-08-15,29.2,,1.3,79.4
192,柳林,2020-08-16,28.4,,1,81.5
192,柳林,2020-08-17,28.3,,.8,81.3
192,柳林,2020-08-18,28.5,,.9,79.5
192,柳林,2020-08-19,28.3,,.7,78.5
192,柳林,2020-08-20,28.4,,.8,77.4
192,柳林,2020-08-21,27.5,,.9,80.8
192,柳林,2020-08-22,26.7,,.8,79.1
192,柳林,2020-08-23,26.6,,.8,79.5
192,柳林,2020-08-24,27.1,,.8,79.1
192,柳林,2020-08-25,28,0,1,77.8
192,柳林,2020-08-26,27.4,8.3,2.1,85
192,柳林,2020-08-27,27.3,14.6,1.4,88.8
192,柳林,2020-08-28,26.7,.8,.5,90.1
192,柳林,2020-08-29,27.2,.9,.8,86.9
192,柳林,2020-08-30,27.8,0,.9,83.8
192,柳林,2020-08-31,26.6,2.2,1.1,81.9
192,柳林,2020-09-01,26,0,.8,79.6
192,柳林,2020-09-02,25.2,49.9,1.4,91
192,柳林,2020-09-03,25.8,50.5,3.9,66.6
192,柳林,2020-09-04,22.6,,.9,81.3
192,柳林,2020-09-05,19.9,7.3,.6,92.9
192,柳林,2020-09-06,20.3,7.9,1.6,89.1
192,柳林,2020-09-07,22.2,49.9,3.3,81.1
192,柳林,2020-09-08,24.3,.5,1.8,79.9
192,柳林,2020-09-09,22.5,10.8,.9,85.6
192,柳林,2020-09-10,22.9,10.5,.6,82.9
192,柳林,2020-09-11,21.8,3.3,.8,88.5
192,柳林,2020-09-12,21.2,2.4,1.3,82.4
192,柳林,2020-09-13,20.5,.4,.5,86.8
192,柳林,2020-09-14,22.1,,.6,83
192,柳林,2020-09-15,22.8,,.6,80
192,柳林,2020-09-16,21.4,1.8,.4,91.6
192,柳林,2020-09-17,20.6,3.7,.3,92.6
192,柳林,2020-09-18,18.9,1.1,.6,87.6
192,柳林,2020-09-19,18.6,,1,74.5
192,柳林,2020-09-20,18.2,,.9,71.8
192,柳林,2020-09-21,17.5,,.8,71.1
192,柳林,2020-09-22,17.6,,1,75.6
192,柳林,2020-09-23,19.1,,1.1,70.5
192,柳林,2020-09-24,20.2,0,1.4,70.8
192,柳林,2020-09-25,19.9,,.9,74.6
192,柳林,2020-09-26,18.9,,.8,73.8
192,柳林,2020-09-27,18.4,,.9,75.5
192,柳林,2020-09-28,17,,.7,76
192,柳林,2020-09-29,17,,.6,78.1
192,柳林,2020-09-30,18.9,,.8,72.8
192,柳林,2020-10-01,19.3,,.8,75.4
192,柳林,2020-10-02,19.5,,.8,82.1
192,柳林,2020-10-03,20.6,0,.7,77.4
192,柳林,2020-10-04,19.5,.2,.6,82.8
192,柳林,2020-10-05,15.9,,1.8,52.1
192,柳林,2020-10-06,15.1,,.8,62.1
192,柳林,2020-10-07,17.4,,1.2,60.5
192,柳林,2020-10-08,18.2,,2.4,57
192,柳林,2020-10-09,18.8,,2.2,53.1
192,柳林,2020-10-10,18.3,,1.2,64.4
192,柳林,2020-10-11,16.2,,.8,72.8
192,柳林,2020-10-12,17.2,,.8,73
192,柳林,2020-10-13,14.2,,.8,63.1
192,柳林,2020-10-14,13.4,,.7,63.5
192,柳林,2020-10-15,14,,1,50.1
192,柳林,2020-10-16,12.1,0,.4,73.6
192,柳林,2020-10-17,14.2,,.6,71.3
192,柳林,2020-10-18,13.6,,.5,72
192,柳林,2020-10-19,12.8,,.6,69.4
192,柳林,2020-10-20,12.8,,.6,68.9
192,柳林,2020-10-21,13.4,27.6,.4,85
192,柳林,2020-10-22,14.8,.8,.6,77.6
192,柳林,2020-10-23,11.1,,1.4,53.1
192,柳林,2020-10-24,9.4,,.8,63.5
192,柳林,2020-10-25,10.8,,.6,74
192,柳林,2020-10-26,11.4,,.5,74
192,柳林,2020-10-27,11.7,,.4,73.8
192,柳林,2020-10-28,12.7,0,.4,80.9
192,柳林,2020-10-29,10.5,,.6,65
192,柳林,2020-10-30,10.7,,.5,69.1
192,柳林,2020-10-31,9.9,,.4,75.4
192,柳林,2020-11-01,11.7,.4,.4,82.9
192,柳林,2020-11-02,11.8,1.9,.5,79.6
192,柳林,2020-11-03,7.3,,2,57
192,柳林,2020-11-04,5.3,,.6,64.6
192,柳林,2020-11-05,7.5,,.4,63.5
192,柳林,2020-11-06,11,0,.4,74.4
192,柳林,2020-11-07,12.8,,.4,77.9
192,柳林,2020-11-08,10.2,,1.3,51
192,柳林,2020-11-09,8,,1.7,42.9
192,柳林,2020-11-10,7.8,,.7,56.8
192,柳林,2020-11-11,6.4,,.6,63.8
192,柳林,2020-11-12,7.5,,.5,72.5
192,柳林,2020-11-13,8.4,,.4,74.4
192,柳林,2020-11-14,9.8,,.4,82.3
192,柳林,2020-11-15,10.3,,.4,79.6
192,柳林,2020-11-16,11.3,,.5,73.4
192,柳林,2020-11-17,15.1,0,.5,77.3
192,柳林,2020-11-18,18.2,1.9,.9,86.5
192,柳林,2020-11-19,19.3,20.4,2,84.3
192,柳林,2020-11-20,9.7,,1,71.3
192,柳林,2020-11-21,8.9,,1,70.5
192,柳林,2020-11-22,9.6,1,.7,80.3
192,柳林,2020-11-23,6,,1.1,59
192,柳林,2020-11-24,5.7,,.7,59.8
192,柳林,2020-11-25,7,,.7,59.6
192,柳林,2020-11-26,7.6,,.6,62.5
192,柳林,2020-11-27,7.2,,1.2,60.3
192,柳林,2020-11-28,3.9,,1.3,51.3
192,柳林,2020-11-29,3.3,,.9,60.9
192,柳林,2020-11-30,4.1,,1.2,55.9
192,柳林,2020-12-01,2.2,,.8,52.4
192,柳林,2020-12-02,3,,.4,52.4
192,柳林,2020-12-03,3.7,,1.4,54.5
192,柳林,2020-12-04,2.1,,.8,48
192,柳林,2020-12-05,2.3,,.5,66.9
192,柳林,2020-12-06,2.4,,.4,73.1
192,柳林,2020-12-07,2.9,,.4,77.6
192,柳林,2020-12-08,2.3,,.6,61.9
192,柳林,2020-12-09,.8,,.5,63
192,柳林,2020-12-10,3.2,,.3,61.6
192,柳林,2020-12-11,4.8,,.4,73.3
192,柳林,2020-12-12,4.9,,1.3,53.5
192,柳林,2020-12-13,3.6,0,1.5,56
192,柳林,2020-12-14,-1.1,,2.5,33.8
192,柳林,2020-12-15,-2.6,,1.8,39.5
192,柳林,2020-12-16,-2.7,,1.5,51.4
192,柳林,2020-12-17,-2.2,,.8,58.8
192,柳林,2020-12-18,.2,,.9,59.3
192,柳林,2020-12-19,.4,,2.5,27.3
192,柳林,2020-12-20,.2,,1.2,47.4
192,柳林,2020-12-21,-1.3,,.4,68.4
192,柳林,2020-12-22,-.7,,.4,76.3
192,柳林,2020-12-23,.4,,.4,78.4
192,柳林,2020-12-24,4.3,,1.2,58.3
192,柳林,2020-12-25,1.7,,1.2,55
192,柳林,2020-12-26,1,,.5,65.8
192,柳林,2020-12-27,3.2,5.3,.4,83
192,柳林,2020-12-28,3.1,,.5,94.6
192,柳林,2020-12-29,3.9,3.8,.8,87
192,柳林,2020-12-30,-3.2,.1,2.8,49.9
192,柳林,2020-12-31,-2.5,,1.8,50.9
192,柳林,2021-01-01,-1.9,,1.2,65.3
192,柳林,2021-01-02,-.4,,1.2,56.5
192,柳林,2021-01-03,.1,,1.1,40.9
192,柳林,2021-01-04,-1.5,,.4,60.5
192,柳林,2021-01-05,-.4,,1.2,51.9
192,柳林,2021-01-06,-2.3,,1.1,48
192,柳林,2021-01-07,-6.9,,2.7,41.6
192,柳林,2021-01-08,-9.1,,1,48
192,柳林,2021-01-09,-7,,1,52.9
192,柳林,2021-01-10,-5.6,,.6,66.8
192,柳林,2021-01-11,-3.3,,.4,69.1
192,柳林,2021-01-12,-1.9,,.8,66.6
192,柳林,2021-01-13,3.4,,1.3,67.4
192,柳林,2021-01-14,3.3,,.5,69.9
192,柳林,2021-01-15,7.5,,1.2,74.8
192,柳林,2021-01-16,2.4,,1.3,48.6
192,柳林,2021-01-17,-1.6,,1.8,38.1
192,柳林,2021-01-18,-.8,.2,1.9,60.1
192,柳林,2021-01-19,-1.9,,.8,44
192,柳林,2021-01-20,-.4,,.5,64
192,柳林,2021-01-21,5.2,1.7,.6,77.8
192,柳林,2021-01-22,7,1.2,.5,97.5
192,柳林,2021-01-23,8.9,1.4,.8,87.9
192,柳林,2021-01-24,8,0,1.4,70.4
192,柳林,2021-01-25,6.3,,1,75.8
192,柳林,2021-01-26,4.7,10.3,.6,94.5
192,柳林,2021-01-27,4.1,,.9,61.5
192,柳林,2021-01-28,1.4,,2.3,58.1
192,柳林,2021-01-29,-2.3,,2.1,39.4
192,柳林,2021-01-30,-.3,,1.3,69.4
192,柳林,2021-01-31,3.1,1,.5,74.6
192,柳林,2021-02-01,7.5,16,1,84.5
192,柳林,2021-02-02,.4,,2.3,36
192,柳林,2021-02-03,-1.6,,.8,56.3
192,柳林,2021-02-04,2.4,,1,50.3
192,柳林,2021-02-05,1.2,,.7,52.5
192,柳林,2021-02-06,4.1,,.8,70.6
192,柳林,2021-02-07,6.4,,.8,65.1
192,柳林,2021-02-08,2.2,,2.1,28.6
192,柳林,2021-02-09,-.2,,.7,46.6
192,柳林,2021-02-10,1.9,,.5,57.9
192,柳林,2021-02-11,4,,.5,67.8
192,柳林,2021-02-12,5.9,,.4,63.9
192,柳林,2021-02-13,7,,.5,57.5
192,柳林,2021-02-14,8.8,3.7,.4,76.4
192,柳林,2021-02-15,6,0,1.3,66.1
192,柳林,2021-02-16,.7,0,1.9,57.5
192,柳林,2021-02-17,-3,,3.4,40.4
192,柳林,2021-02-18,-2.5,,1.8,47.1
192,柳林,2021-02-19,3.1,,1.7,57.6
192,柳林,2021-02-20,12.4,,2,61.6
192,柳林,2021-02-21,13.7,,1.8,58.6
192,柳林,2021-02-22,14.3,,1.8,55.3
192,柳林,2021-02-23,6.9,,1.1,29.5
192,柳林,2021-02-24,3.6,,.5,40.5
192,柳林,2021-02-25,4.3,2.6,.6,77.5
192,柳林,2021-02-26,8.7,2.4,1.5,67.9
192,柳林,2021-02-27,7.4,,1.6,58.6
192,柳林,2021-02-28,7.4,.2,.9,77.1
192,柳林,2021-03-01,11.1,38.6,1.2,95.4
192,柳林,2021-03-02,5.2,1.9,1.7,76.3
192,柳林,2021-03-03,3.8,,.7,71.6
192,柳林,2021-03-04,5.2,7.5,.5,90
192,柳林,2021-03-05,10.6,,.8,77.5
192,柳林,2021-03-06,7.6,,1.6,74.8
192,柳林,2021-03-07,6.4,,1.1,71
192,柳林,2021-03-08,7.3,,.8,71.5
192,柳林,2021-03-09,9.2,,.7,70
192,柳林,2021-03-10,8.4,,.9,63.8
192,柳林,2021-03-11,9.4,.7,.7,71.1
192,柳林,2021-03-12,9,25.2,1.4,90.1
192,柳林,2021-03-13,8.7,,.8,75
192,柳林,2021-03-14,9.2,,.6,74.1
192,柳林,2021-03-15,10.5,.3,.8,77.4
192,柳林,2021-03-16,13.9,1.8,.9,64.5
192,柳林,2021-03-17,9.2,,.7,61
192,柳林,2021-03-18,10.8,,1,72.6
192,柳林,2021-03-19,12.3,,1.7,62.6
192,柳林,2021-03-20,9.7,12.8,.8,92.9
192,柳林,2021-03-21,9.1,,2.2,54.9
192,柳林,2021-03-22,7.3,,2.4,40.6
192,柳林,2021-03-23,9.1,,1.3,55.8
192,柳林,2021-03-24,9.9,,1,67.4
192,柳林,2021-03-25,12.1,,.8,64.3
192,柳林,2021-03-26,12.4,,.8,58.4
192,柳林,2021-03-27,11.4,68.4,.9,90.9
192,柳林,2021-03-28,16,2,2,67.9
192,柳林,2021-03-29,13.6,,.8,59.4
192,柳林,2021-03-30,12.2,,.7,52.3
192,柳林,2021-03-31,12.1,,.7,65
192,柳林,2021-04-01,14,,1.8,53.3
192,柳林,2021-04-02,17.2,0,1.7,56.9
192,柳林,2021-04-03,,35.6,.6,91
192,柳林,2021-04-04,12.4,7.9,1.2,91.1
192,柳林,2021-04-05,10.5,,1.3,58.9
192,柳林,2021-04-06,11.3,,.7,60
192,柳林,2021-04-07,13.3,,1,58.6
192,柳林,2021-04-08,12.9,,.8,64.1
192,柳林,2021-04-09,10.5,,1.5,66
192,柳林,2021-04-10,10,,1,67.5
192,柳林,2021-04-11,11.5,,.9,58.4
192,柳林,2021-04-12,11.5,35.5,.6,88.8
192,柳林,2021-04-13,14.4,2.2,1.5,62.3
192,柳林,2021-04-14,10.4,,1.9,44.9
192,柳林,2021-04-15,9.6,,.8,58.1
192,柳林,2021-04-16,12.8,,1,73.4
192,柳林,2021-04-17,12.7,,1.9,55.3
192,柳林,2021-04-18,10.7,,1.5,52
192,柳林,2021-04-19,13.2,,1,50.1
192,柳林,2021-04-20,14.8,,.8,56.6
192,柳林,2021-04-21,17.1,,.7,57.1
192,柳林,2021-04-22,17.6,,.8,57.9
192,柳林,2021-04-23,18,,1.6,46.1
192,柳林,2021-04-24,16.4,,1,60
192,柳林,2021-04-25,15.9,,1.2,64.4
192,柳林,2021-04-26,12.7,,1,58.9
192,柳林,2021-04-27,13.3,,.8,70.4
192,柳林,2021-04-28,16.7,,1,70.1
192,柳林,2021-04-29,17.7,0,1.7,53.1
192,柳林,2021-04-30,16.4,1,3.3,47.1
192,柳林,2021-05-01,10.6,10.2,1.2,78.8
192,柳林,2021-05-02,11.6,,1.3,68.9
192,柳林,2021-05-03,13.9,,1.2,69.5
192,柳林,2021-05-04,16.2,50.5,1.2,90.5
192,柳林,2021-05-05,16.8,,1.6,56.5
192,柳林,2021-05-06,13.8,,.8,59.3
192,柳林,2021-05-07,16.4,,1.4,69
192,柳林,2021-05-08,15.6,,1.5,60.4
192,柳林,2021-05-09,17,,1.1,50.8
192,柳林,2021-05-10,16.2,0,1,55
192,柳林,2021-05-11,16.7,,1.3,65.8
192,柳林,2021-05-12,19.5,,1.5,60.1
192,柳林,2021-05-13,21,,1.2,67.4
192,柳林,2021-05-14,21.3,,1,74
192,柳林,2021-05-15,19.8,11.7,.5,94.1
192,柳林,2021-05-16,20.9,16.8,1,96.1
192,柳林,2021-05-17,18.5,1.3,1.1,95.9
192,柳林,2021-05-18,17.8,2.2,.8,89.5
192,柳林,2021-05-19,20.8,,1,70.5
192,柳林,2021-05-20,15.9,21.8,.6,96.5
192,柳林,2021-05-21,17.8,,2.2,71.1
192,柳林,2021-05-22,19,,.9,74.8
192,柳林,2021-05-23,21.1,0,1,71.3
192,柳林,2021-05-24,21.2,.7,1,72.4
192,柳林,2021-05-25,17.7,0,1.7,57
192,柳林,2021-05-26,16.8,0,.9,61.6
192,柳林,2021-05-27,17.5,1.1,1.4,77.9
192,柳林,2021-05-28,17.5,0,1.4,75.1
192,柳林,2021-05-29,18.4,,1,73.4
192,柳林,2021-05-30,19.2,,1,67.9
192,柳林,2021-05-31,20.2,.6,1,69.6
192,柳林,2021-06-01,20.7,,.8,66.3
192,柳林,2021-06-02,20.9,,.8,72.8
192,柳林,2021-06-03,18.4,21,.3,96.8
192,柳林,2021-06-04,20.6,1.6,1,69.4
192,柳林,2021-06-05,19.8,,1.2,79
192,柳林,2021-06-06,21.7,,1.3,78
192,柳林,2021-06-07,22,,.9,78.5
192,柳林,2021-06-08,23.5,,1,75.9
192,柳林,2021-06-09,23.6,,.8,69.4
192,柳林,2021-06-10,22.4,0,.9,76.4
192,柳林,2021-06-11,21.3,33.1,.7,95.1
192,柳林,2021-06-12,23.6,,.9,86.8
192,柳林,2021-06-13,24.3,,.9,84.9
192,柳林,2021-06-14,23.1,,.7,85
192,柳林,2021-06-15,20.9,27.5,.6,93.1
192,柳林,2021-06-16,21.2,2.4,1.3,82.5
192,柳林,2021-06-17,21.5,2.3,.9,81.6
192,柳林,2021-06-18,20.8,4.9,.7,92.5
192,柳林,2021-06-19,23.3,,.8,74.8
192,柳林,2021-06-20,23.3,,1,78.8
192,柳林,2021-06-21,23.9,,1.2,68
192,柳林,2021-06-22,21.3,8,.7,85.1
192,柳林,2021-06-23,21.1,.1,.8,86.3
192,柳林,2021-06-24,21.8,,.8,81.3
192,柳林,2021-06-25,22.3,,.9,78.5
192,柳林,2021-06-26,22.2,.7,.7,78.1
192,柳林,2021-06-27,23,,.8,76.9
192,柳林,2021-06-28,24.5,0,1,75.3
192,柳林,2021-06-29,23.8,.1,.9,77.3
192,柳林,2021-06-30,23.8,,.9,77.5
192,柳林,2021-07-01,24.9,,.8,75.8
192,柳林,2021-07-02,25.1,,.9,74.8
192,柳林,2021-07-03,22.6,58.7,.8,90.4
192,柳林,2021-07-04,25.6,20.2,2.1,82.4
192,柳林,2021-07-05,21.8,39.6,.6,96
192,柳林,2021-07-06,23.2,142.7,.9,98.3
192,柳林,2021-07-07,24.9,65.3,.8,96.3
192,柳林,2021-07-08,25.6,4.8,.7,93.8
192,柳林,2021-07-09,26.1,9,1,90.1
192,柳林,2021-07-10,26,,1,86
192,柳林,2021-07-11,27.1,,1,85.4
192,柳林,2021-07-12,27.6,,1,85.5
192,柳林,2021-07-13,27.5,,.9,86.3
192,柳林,2021-07-14,27.8,,.9,85.5
192,柳林,2021-07-15,26.8,,.8,87.8
192,柳林,2021-07-16,24.7,16.2,.7,91.9
192,柳林,2021-07-17,25.2,.2,1.4,84.6
192,柳林,2021-07-18,26,,1.3,81.3
192,柳林,2021-07-19,26.2,1.1,.6,86.1
192,柳林,2021-07-20,26.9,0,.6,84.9
192,柳林,2021-07-21,27,,.9,80.3
192,柳林,2021-07-22,26.7,,.9,80
192,柳林,2021-07-23,26.9,,.8,80.1
192,柳林,2021-07-24,27.3,,.8,80.4
192,柳林,2021-07-25,26.8,,1.1,78.5
192,柳林,2021-07-26,26.4,,1.2,77.1
192,柳林,2021-07-27,26.9,,.8,77.8
192,柳林,2021-07-28,27.8,,.8,78.5
192,柳林,2021-07-29,27.7,,1,78
192,柳林,2021-07-30,27.4,,.9,80
192,柳林,2021-07-31,28.9,1.5,.8,83.4
192,柳林,2021-08-01,28.9,,.9,81.5
192,柳林,2021-08-02,28.3,,1,81.1
192,柳林,2021-08-03,27.7,,.9,81.6
192,柳林,2021-08-04,28.6,,.8,75.5
192,柳林,2021-08-05,29,,.7,75.6
192,柳林,2021-08-06,29.1,,.8,72
192,柳林,2021-08-07,29.1,78.8,1,73.3
192,柳林,2021-08-08,25.4,.5,.8,88.1
192,柳林,2021-08-09,27.8,0,1.1,72.6
192,柳林,2021-08-10,26.3,0,1.1,81.9
192,柳林,2021-08-11,25.5,,1,84.6
192,柳林,2021-08-12,25.6,.5,.8,84
192,柳林,2021-08-13,25.3,.5,.7,86.9
192,柳林,2021-08-14,23.3,11.2,.8,88.1
192,柳林,2021-08-15,25,,1.2,77
192,柳林,2021-08-16,24.6,0,1.1,76.3
192,柳林,2021-08-17,24.5,0,1.3,75.9
192,柳林,2021-08-18,24.5,,1.3,75.8
192,柳林,2021-08-19,24.5,12,1.1,77.6
192,柳林,2021-08-20,24.2,.3,.8,84.5
192,柳林,2021-08-21,23.1,72.7,1.1,95.8
192,柳林,2021-08-22,25.6,,.9,85.1
192,柳林,2021-08-23,23.3,102.3,.8,97.6
192,柳林,2021-08-24,26,20.7,1.4,91.1
192,柳林,2021-08-25,25,8.1,.6,95.1
192,柳林,2021-08-26,26.1,,.7,85.5
192,柳林,2021-08-27,25.4,1,.8,88.6
192,柳林,2021-08-28,26,0,.8,82.3
192,柳林,2021-08-29,25.6,9.9,.7,91
192,柳林,2021-08-30,26.5,1.7,.6,85.8
192,柳林,2021-08-31,26.2,,.8,84.4
192,柳林,2021-09-01,25.8,.4,1,89
192,柳林,2021-09-02,21.8,5.1,.7,92.1
192,柳林,2021-09-03,20.6,.6,.9,92.6
192,柳林,2021-09-04,22.5,,.8,82.9
192,柳林,2021-09-05,21.4,.5,.6,83.4
192,柳林,2021-09-06,21.1,3.2,.6,90.5
192,柳林,2021-09-07,21.7,.5,.6,92.5
192,柳林,2021-09-08,23.6,,.6,82.6
192,柳林,2021-09-09,22.4,,.6,84.8
192,柳林,2021-09-10,21.2,1,.5,91.9
192,柳林,2021-09-11,23.2,,.8,84.5
192,柳林,2021-09-12,23.2,,.6,86
192,柳林,2021-09-13,22.9,,1,78.1
192,柳林,2021-09-14,21.5,4.2,1.1,82.1
192,柳林,2021-09-15,23.4,,1.9,64.3
192,柳林,2021-09-16,20.8,1.6,.7,83.8
192,柳林,2021-09-17,20.8,14,1.7,85.3
192,柳林,2021-09-18,22,,.6,79.1
192,柳林,2021-09-19,21.4,,.7,80.6
192,柳林,2021-09-20,21.8,0,1,83.9
192,柳林,2021-09-21,23.3,8,1.2,89.3
192,柳林,2021-09-22,21.9,1.8,1.3,83.4
192,柳林,2021-09-23,20.4,,.6,77.8
192,柳林,2021-09-24,19.9,,.8,78.4
192,柳林,2021-09-25,20.6,0,.9,83.5
192,柳林,2021-09-26,21.5,,1,73
192,柳林,2021-09-27,21.6,,.9,73.6
192,柳林,2021-09-28,21.7,.2,.5,83.4
192,柳林,2021-09-29,22.2,51.4,.6,96.6
192,柳林,2021-09-30,21.7,29.9,.7,88.9
192,柳林,2021-10-01,20.8,,.6,83.8
192,柳林,2021-10-02,21.5,,.6,83.3
192,柳林,2021-10-03,20.6,,.5,85.3
192,柳林,2021-10-04,23,,.9,84.9
192,柳林,2021-10-05,23.1,,.7,87.4
192,柳林,2021-10-06,22.3,,.6,82.8
192,柳林,2021-10-07,22.3,,.6,83.6
192,柳林,2021-10-08,22.5,0,.7,84.4
192,柳林,2021-10-09,22.5,,.6,83.8
192,柳林,2021-10-10,23.2,13.2,1,86.1
192,柳林,2021-10-11,18.6,19.8,.9,95.9
192,柳林,2021-10-12,16.3,6.7,1.1,92.6
192,柳林,2021-10-13,18.9,,.8,81.8
192,柳林,2021-10-14,19.7,,.5,86.3
192,柳林,2021-10-15,19.2,.4,.5,83
192,柳林,2021-10-16,14.6,6.1,1.3,69.1
192,柳林,2021-10-17,8,,1.6,52.1
192,柳林,2021-10-18,8.6,,.6,66.1
192,柳林,2021-10-19,11.6,,1.1,69.1
192,柳林,2021-10-20,9.6,,.6,73.6
192,柳林,2021-10-21,11,,.6,79.5
192,柳林,2021-10-22,10.7,,1.3,64.3
192,柳林,2021-10-23,10.3,,.5,74.6
192,柳林,2021-10-24,11.1,,.5,79.3
192,柳林,2021-10-25,11.6,,.6,76.8
192,柳林,2021-10-26,10.9,,.4,76.9
192,柳林,2021-10-27,12.3,,.5,78.6
192,柳林,2021-10-28,11.3,,.6,72.9
192,柳林,2021-10-29,11.8,,.6,76.4
192,柳林,2021-10-30,11.9,,.4,81.8
192,柳林,2021-10-31,12.1,,.5,80.4
192,柳林,2021-11-01,12.2,,.4,77.1
192,柳林,2021-11-02,10.5,,.5,78.4
192,柳林,2021-11-03,10.3,,.5,75.9
192,柳林,2021-11-04,11,,.4,80.5
192,柳林,2021-11-05,10.7,,.4,80
192,柳林,2021-11-06,11.9,,.7,77.1
192,柳林,2021-11-07,13.2,,.9,76.3
192,柳林,2021-11-08,9.2,29.5,.6,90.6
192,柳林,2021-11-09,7.5,,2.3,71.6
192,柳林,2021-11-10,9.1,0,2.1,69.5
192,柳林,2021-11-11,8.5,,1.2,75.3
192,柳林,2021-11-12,5.9,,1,76
192,柳林,2021-11-13,6.7,,.6,83.3
192,柳林,2021-11-14,8.1,,.6,82.1
192,柳林,2021-11-15,8.2,,.4,82.6
192,柳林,2021-11-16,8.3,,.4,78
192,柳林,2021-11-17,7.2,,.4,73.8
192,柳林,2021-11-18,7.9,,.4,77.6
192,柳林,2021-11-19,8.5,,.4,79.5
192,柳林,2021-11-20,8.8,,.3,83.3
192,柳林,2021-11-21,10.3,,.2,86.4
192,柳林,2021-11-22,8.2,0,2,59
192,柳林,2021-11-23,4.4,,1.2,66.6
192,柳林,2021-11-24,8.7,0,2.3,63.5
192,柳林,2021-11-25,9.2,,1.3,65.5
192,柳林,2021-11-26,5.4,,.6,61.8
192,柳林,2021-11-27,3.4,,.5,66.5
192,柳林,2021-11-28,4.3,,.4,66.4
192,柳林,2021-11-29,6,,.4,71.4
192,柳林,2021-11-30,7.1,14.8,1,82.4
192,柳林,2021-12-01,3.5,,2.7,49.4
192,柳林,2021-12-02,1.4,,.6,64.6
192,柳林,2021-12-03,6.3,,1.7,56.5
192,柳林,2021-12-04,3.5,,.8,63.5
192,柳林,2021-12-05,3.6,,.4,75.9
192,柳林,2021-12-06,6.6,,.3,80.4
192,柳林,2021-12-07,6.6,,.6,71.6
192,柳林,2021-12-08,4.9,,.4,76.3
192,柳林,2021-12-09,5.6,,.3,82
192,柳林,2021-12-10,6.6,,.3,86.4
192,柳林,2021-12-11,6.8,,.2,81.1
192,柳林,2021-12-12,6,,1.3,62
192,柳林,2021-12-13,.4,,.8,46.5
192,柳林,2021-12-14,-.2,,.4,66.4
192,柳林,2021-12-15,3.8,,.7,81.4
192,柳林,2021-12-16,5.1,1.9,.2,94.4
192,柳林,2021-12-17,1.3,,2.8,54.3
192,柳林,2021-12-18,-2.5,,1,40.6
192,柳林,2021-12-19,.7,,1.1,64.4
192,柳林,2021-12-20,4.6,,1.1,65.6
192,柳林,2021-12-21,4.6,,.5,74.3
192,柳林,2021-12-22,2.7,,.3,68.8
192,柳林,2021-12-23,1.7,,.3,62.6
192,柳林,2021-12-24,2.4,,.5,66.5
192,柳林,2021-12-25,-2.7,,2.8,32.5
192,柳林,2021-12-26,-4.8,,1.9,33.9
192,柳林,2021-12-27,-3.1,,.9,56.3
192,柳林,2021-12-28,-.1,,.5,70.8
192,柳林,2021-12-29,2.4,,1.4,67.1
192,柳林,2021-12-30,1.4,,2.1,51.4
192,柳林,2021-12-31,-.2,,2.5,33.3
192,柳林,2022-01-01,-2,,.5,42
192,柳林,2022-01-02,-.7,,.8,56.4
192,柳林,2022-01-03,-.7,,.5,56.3
192,柳林,2022-01-04,.1,,.5,62.5
192,柳林,2022-01-05,2.2,,.4,41.5
192,柳林,2022-01-06,3,0,.8,45.6
192,柳林,2022-01-07,-1.2,,.3,55.5
192,柳林,2022-01-08,-1.1,,.4,55.8
192,柳林,2022-01-09,.6,,.3,70
192,柳林,2022-01-10,1.9,,.4,71.4
192,柳林,2022-01-11,.1,,2.3,44.4
