,datetime,year,month,date,vacation,worker_number,real_number,vacation_number,biztrip_number,overtime_number,telecom_number,temperature,rain,wind,humidity,discomfort_index,perceived_temperature,dinner_number,season_fall,season_spring,season_summer,season_winter,weekdays_friday,weekdays_monday,weekdays_thursday,weekdays_tuesday,weekdays_wednesday,dinner_rice_N,dinner_rice_Y,new_dinner_N,new_dinner_Y
460,2017-12-14,2017,12,14,0,2665,2294,105,266,309,0,-2.9,0.0,0.5,36.1,37.752269,0.1120703657424233,405,0,0,0,1,0,0,1,0,0,1,0,1,0
461,2017-12-15,2017,12,15,0,2665,2169,208,288,48,0,-0.3,0.0,0.6,37.1,40.641513,2.34626657470905,426,0,0,0,1,1,0,0,0,0,0,1,1,0
462,2017-12-18,2017,12,18,0,2665,2295,140,230,156,0,0.7,0.0,1.1,56.9,39.124617,2.29214789291046,418,0,0,0,1,0,1,0,0,0,0,1,1,0
463,2017-12-19,2017,12,19,0,2665,2287,109,269,146,0,-0.1,0.0,1.5,51.6,38.789116,0.8834680252321138,345,0,0,0,1,0,0,0,1,0,1,0,1,0
464,2017-12-20,2017,12,20,0,2665,2295,108,262,0,0,-1.9,0.0,0.7,52.0,36.34688,0.4882840717844864,396,0,0,0,1,0,0,0,0,1,0,1,1,0
465,2017-12-21,2017,12,21,0,2665,2276,127,262,102,0,-1.1,0.0,0.6,60.1,36.160211,1.5567608111273232,380,0,0,0,1,0,0,1,0,0,1,0,1,0
466,2017-12-22,2017,12,22,1,2665,2156,239,270,34,0,-0.9,0.0,0.4,60.4,36.395636,2.4329467268070006,482,0,0,0,1,1,0,0,0,0,0,1,1,0
467,2017-12-26,2017,12,26,0,2665,2171,267,227,62,0,0.4,0.0,2.2,44.1,40.492336,0.6497608057137871,176,0,0,0,1,0,0,0,1,0,0,1,1,0
468,2017-12-27,2017,12,27,0,2665,2241,169,255,0,0,-1.4,0.0,1.4,30.8,40.334712,-0.3347898056670439,0,0,0,0,1,0,0,0,0,1,1,0,1,0
469,2017-12-28,2017,12,28,0,2665,2165,240,260,55,0,-1.6,0.0,0.7,52.9,36.601364,0.7870858971595867,245,0,0,0,1,0,0,1,0,0,0,1,1,0
470,2017-12-29,2017,12,29,1,2665,1934,489,242,5,0,2.1,0.0,1.0,66.3,39.898477,3.887799999999999,209,0,0,0,1,1,0,0,0,0,0,1,1,0
471,2018-01-02,2018,1,2,0,2655,2480,73,102,301,0,0.7,0.0,0.7,56.9,39.124617,3.077899891702032,432,0,0,0,1,0,0,0,1,0,0,1,1,0
472,2018-01-03,2018,1,3,0,2655,2388,60,207,0,0,2.0,0.0,1.5,26.5,44.6552,3.077076404874828,441,0,0,0,1,0,0,0,0,1,0,1,1,0
473,2018-01-04,2018,1,4,0,2655,2362,67,226,326,0,1.4,0.0,1.0,32.1,43.288606,3.1752000000000007,435,0,0,0,1,0,0,1,0,0,1,0,1,0
474,2018-01-05,2018,1,5,0,2655,2257,152,246,58,0,2.4,0.0,1.3,37.9,43.724804,3.746544129008462,509,0,0,0,1,1,0,0,0,0,0,1,1,0
475,2018-01-08,2018,1,8,0,2655,2361,100,194,377,0,3.2,1.5,1.1,81.4,39.830552,4.852379933726736,554,0,0,0,1,0,1,0,0,0,0,1,1,0
476,2018-01-09,2018,1,9,0,2655,2370,70,215,298,0,1.8,0.0,2.6,45.0,42.1249,1.8221147665103063,349,0,0,0,1,0,0,0,1,0,1,0,1,0
477,2018-01-10,2018,1,10,0,2655,2387,58,210,0,0,-1.7,0.5,2.3,57.3,35.764741,-1.6975185897558278,423,0,0,0,1,0,0,0,0,1,0,1,1,0
478,2018-01-11,2018,1,11,0,2655,2344,73,238,337,0,-5.4,0.0,1.5,46.5,32.79061,-4.652781694818541,430,0,0,0,1,0,0,1,0,0,0,1,1,0
479,2018-01-12,2018,1,12,0,2655,2226,163,266,59,0,-6.4,0.0,1.4,47.5,31.313900000000004,-5.5344439628426585,398,0,0,0,1,1,0,0,0,0,0,1,1,0
480,2018-01-15,2018,1,15,0,2655,2351,112,192,443,0,3.8,0.0,0.8,65.6,42.465072,5.964336853685927,480,0,0,0,1,0,1,0,0,0,0,1,1,0
481,2018-01-16,2018,1,16,0,2655,2366,73,216,405,0,2.9,22.9,0.6,85.6,38.865776,5.504289629035962,523,0,0,0,1,0,0,0,1,0,1,0,1,0
482,2018-01-17,2018,1,17,0,2655,2362,70,223,0,0,4.5,4.1,0.8,87.4,41.34047,6.667202305031772,466,0,0,0,1,0,0,0,0,1,0,1,1,0
483,2018-01-18,2018,1,18,0,2655,2324,98,233,325,0,2.9,0.0,0.5,80.3,39.471513,5.775059521355483,472,0,0,0,1,0,0,1,0,0,1,0,1,0
484,2018-01-19,2018,1,19,0,2655,2156,224,275,77,0,1.0,0.0,0.6,68.8,37.95272,3.6292134405293575,419,0,0,0,1,1,0,0,0,0,0,1,1,0
485,2018-01-22,2018,1,22,0,2655,2341,103,211,371,0,4.7,0.0,1.3,53.4,44.955502,6.127041094142333,492,0,0,0,1,0,1,0,0,0,0,1,1,0
486,2018-01-23,2018,1,23,0,2655,2359,66,230,297,0,-3.1,0.0,2.2,39.4,36.945614000000006,-3.0998304087528,488,0,0,0,1,0,0,0,1,0,1,0,1,0
487,2018-01-24,2018,1,24,0,2655,2380,51,224,0,0,-6.6,0.0,2.3,30.5,34.599630000000005,-6.962678190729513,274,0,0,0,1,0,0,0,0,1,0,1,1,0
488,2018-01-25,2018,1,25,0,2655,2373,57,225,261,0,-5.6,0.0,2.0,22.4,37.318944,-5.544779121256699,513,0,0,0,1,0,0,1,0,0,1,0,1,0
489,2018-01-26,2018,1,26,0,2655,2227,166,262,43,0,-5.7,0.0,1.7,23.1,37.076167,-5.260341920512315,418,0,0,0,1,1,0,0,0,0,0,1,1,0
490,2018-01-29,2018,1,29,0,2655,2393,70,192,454,0,-2.9,0.0,2.2,34.0,38.11286,-2.885568053640424,689,0,0,0,1,0,1,0,0,0,0,1,1,0
491,2018-01-30,2018,1,30,0,2655,2379,60,216,433,0,-4.1,0.0,0.9,46.4,34.460424,-2.2065596870766524,689,0,0,0,1,0,0,0,1,0,1,0,1,0
492,2018-01-31,2018,1,31,0,2655,2376,56,223,0,0,-1.8,0.0,0.6,55.0,35.9969,0.8659432679933111,0,0,0,0,1,0,0,0,0,1,1,0,1,0
493,2018-02-01,2018,2,1,0,2707,2380,73,254,401,0,-1.2,0.0,0.7,50.5,37.50656,1.185488330993055,620,0,0,0,1,0,0,1,0,0,1,0,1,0
494,2018-02-02,2018,2,2,0,2707,2276,153,278,88,0,-1.9,0.0,0.5,40.4,38.223876,1.0884478063653655,503,0,0,0,1,1,0,0,0,0,0,1,1,0
495,2018-02-05,2018,2,5,0,2707,2418,76,213,560,0,-5.0,0.0,2.3,35.1,35.49325,-5.243442402656473,673,0,0,0,1,0,1,0,0,0,0,1,1,0
496,2018-02-06,2018,2,6,0,2707,2422,50,235,491,0,-5.3,0.0,2.7,30.5,36.045165,-5.9657831148385245,601,0,0,0,1,0,0,0,1,0,1,0,1,0
497,2018-02-07,2018,2,7,0,2707,2395,59,253,0,0,-6.1,0.0,0.9,43.9,32.430179,-4.229303592295075,540,0,0,0,1,0,0,0,0,1,0,1,1,0
498,2018-02-08,2018,2,8,0,2707,2363,71,273,378,0,-3.7,0.0,0.7,44.0,35.399280000000005,-1.3045268804661223,543,0,0,0,1,0,0,1,0,0,0,1,1,0
499,2018-02-09,2018,2,9,0,2707,2262,149,296,86,0,3.0,0.0,1.2,48.6,43.22362,4.502645965688478,518,0,0,0,1,1,0,0,0,0,0,1,1,0
500,2018-02-12,2018,2,12,0,2707,2360,103,244,476,0,-1.8,0.0,2.4,46.5,37.36387,-1.899305981481168,541,0,0,0,1,0,1,0,0,0,0,1,1,0
501,2018-02-13,2018,2,13,0,2707,2366,106,235,371,0,0.3,0.0,1.5,44.0,40.38168,1.3012981927831082,552,0,0,0,1,0,0,0,1,0,1,0,1,0
502,2018-02-14,2018,2,14,1,2707,2130,418,159,0,0,5.1,0.0,1.6,60.8,44.806392,6.211729406711351,0,0,0,0,1,0,0,0,0,1,0,1,1,0
503,2018-02-19,2018,2,19,0,2707,2281,255,171,604,0,4.3,0.0,0.6,39.4,45.826058,6.885924715303984,657,0,0,0,1,0,1,0,0,0,0,1,1,0
504,2018-02-20,2018,2,20,0,2707,2394,82,231,521,0,4.3,0.0,0.7,39.8,45.785886000000005,6.663521796203248,609,0,0,0,1,0,0,0,1,0,1,0,1,0
505,2018-02-21,2018,2,21,0,2707,2390,74,243,0,0,2.9,0.0,1.2,21.1,46.237481,4.399672281934199,522,0,0,0,1,0,0,0,0,1,0,1,1,0
506,2018-02-22,2018,2,22,0,2707,2348,82,277,400,0,0.3,0.0,0.9,39.4,41.025818,2.2434769044038765,578,0,0,0,1,0,0,1,0,0,1,0,1,0
507,2018-02-23,2018,2,23,0,2707,2242,161,304,69,0,2.7,0.0,1.3,59.4,41.580562,4.057043733156359,522,0,0,0,1,1,0,0,0,0,0,1,1,0
508,2018-02-26,2018,2,26,0,2707,2371,105,231,491,0,4.5,0.0,0.8,53.1,44.717305,6.667202305031772,585,0,0,0,1,0,1,0,0,0,0,1,1,0
509,2018-02-27,2018,2,27,0,2707,2363,81,263,332,0,5.6,0.0,0.9,61.4,45.459816,7.603748253232695,438,0,0,0,1,0,0,0,1,0,1,0,1,0
510,2018-02-28,2018,2,28,1,2707,2295,134,278,0,0,5.9,30.8,1.1,78.8,44.413308,7.617430537808318,0,0,0,0,1,0,0,0,0,1,1,0,1,0
511,2018-03-02,2018,3,2,0,2714,1668,840,206,57,0,2.9,0.0,1.1,43.3,43.700243,4.545152088828783,349,0,1,0,0,1,0,0,0,0,0,1,1,0
512,2018-03-05,2018,3,5,0,2714,2411,92,211,593,0,6.8,6.0,1.8,82.3,45.579536,7.817075419396366,687,0,1,0,0,0,1,0,0,0,0,1,1,0
513,2018-03-06,2018,3,6,0,2714,2418,54,242,547,0,6.0,0.0,1.4,58.3,46.28612,7.360698346952867,671,0,1,0,0,0,0,0,1,0,1,0,1,0
514,2018-03-07,2018,3,7,0,2714,2435,41,238,0,0,4.7,12.7,1.4,69.0,43.45057,6.008788266087206,600,0,1,0,0,0,0,0,0,1,0,1,1,0
515,2018-03-08,2018,3,8,0,2714,2408,38,268,406,0,4.7,38.7,1.7,78.1,42.572693,5.69224518983758,553,0,1,0,0,0,0,1,0,0,1,0,1,0
516,2018-03-09,2018,3,9,0,2714,2297,123,294,77,0,5.3,0.0,0.8,68.8,44.364536,7.470477106569881,580,0,1,0,0,1,0,0,0,0,0,1,1,0
517,2018-03-12,2018,3,12,0,2714,2428,69,217,591,0,7.6,0.0,1.1,66.3,47.963512,9.358388325563382,663,0,1,0,0,0,1,0,0,0,0,1,1,0
518,2018-03-13,2018,3,13,0,2714,2426,39,249,556,0,10.2,0.0,1.2,71.0,51.57858,11.916751195996667,639,0,1,0,0,0,0,0,1,0,1,0,1,0
519,2018-03-14,2018,3,14,0,2714,2413,56,245,0,0,13.3,0.0,1.3,72.4,56.252708,15.028029746382032,464,0,1,0,0,0,0,0,0,1,0,1,1,0
520,2018-03-15,2018,3,15,0,2714,2397,47,270,359,0,14.3,43.5,0.8,91.8,57.751726000000005,16.507318623873598,489,0,1,0,0,0,0,1,0,0,1,0,1,0
521,2018-03-16,2018,3,16,0,2714,2277,135,302,75,0,6.8,3.8,2.3,65.0,46.8888,7.435921534382198,487,0,1,0,0,1,0,0,0,0,0,1,1,0
522,2018-03-19,2018,3,19,0,2714,2410,80,224,503,0,9.0,40.4,1.6,89.6,48.76056,10.302699922063216,559,0,1,0,0,0,1,0,0,0,0,1,1,0
523,2018-03-20,2018,3,20,0,2714,2422,46,246,445,0,5.6,1.4,3.6,54.4,46.072736,5.369604786681325,571,0,1,0,0,0,0,0,1,0,1,0,1,0
524,2018-03-21,2018,3,21,0,2714,2406,45,263,0,0,1.9,9.9,2.2,81.9,37.667839,2.25672846905661,482,0,1,0,0,0,0,0,0,1,0,1,1,0
525,2018-03-22,2018,3,22,0,2714,2368,56,290,327,0,6.0,0.0,0.9,61.1,46.052040000000005,8.00829703427638,492,0,1,0,0,0,0,1,0,0,1,0,1,0
526,2018-03-23,2018,3,23,0,2714,2233,174,307,51,0,6.4,0.0,0.9,60.0,46.7056,8.412845815320065,454,0,1,0,0,1,0,0,0,0,0,1,1,0
527,2018-03-26,2018,3,26,0,2714,2363,125,226,448,0,11.5,0.0,0.9,58.6,53.90681,13.57084277362704,604,0,1,0,0,0,1,0,0,0,0,1,1,0
528,2018-03-27,2018,3,27,0,2714,2404,52,258,408,0,12.3,0.0,1.1,58.6,55.018922,14.171624562297986,599,0,1,0,0,0,0,0,1,0,1,0,1,0
529,2018-03-28,2018,3,28,0,2714,2417,45,252,0,0,13.4,0.0,1.2,61.1,56.522226,15.211909076133644,0,0,1,0,0,0,0,0,0,1,1,0,1,0
530,2018-03-29,2018,3,29,0,2714,2390,51,273,302,0,14.1,0.0,0.9,66.4,57.494576,16.20040985041099,523,0,1,0,0,0,0,1,0,0,1,0,1,0
531,2018-03-30,2018,3,30,0,2714,2222,196,296,43,0,12.3,0.0,1.3,58.1,55.029537000000005,13.993031065889042,466,0,1,0,0,1,0,0,0,0,0,1,1,0
532,2018-04-02,2018,4,2,0,2714,2407,83,224,481,0,16.3,0.0,1.3,75.8,60.89544600000001,18.13302578786099,586,0,1,0,0,0,1,0,0,0,0,1,1,0
533,2018-04-03,2018,4,3,0,2714,2392,56,266,438,0,17.4,0.0,1.5,75.8,62.611908,19.163537855588057,486,0,1,0,0,0,0,0,1,0,1,0,1,0
534,2018-04-04,2018,4,4,0,2714,2383,64,267,0,0,14.1,15.7,1.6,86.3,57.426717,15.652430595984882,519,0,1,0,0,0,0,0,0,1,0,1,1,0
535,2018-04-05,2018,4,5,0,2714,2360,69,285,378,0,8.9,4.9,1.1,88.6,48.645746,10.68970898678785,569,0,1,0,0,0,0,1,0,0,1,0,1,0
536,2018-04-06,2018,4,6,0,2714,2199,220,295,49,0,10.4,17.1,2.7,55.3,52.509788,11.089047484616293,394,0,1,0,0,1,0,0,0,0,0,1,1,0
537,2018-04-09,2018,4,9,0,2714,2375,118,221,523,0,12.9,0.0,1.4,53.8,55.926398000000006,14.536221083855212,588,0,1,0,0,0,1,0,0,0,0,1,1,0
538,2018-04-10,2018,4,10,0,2714,2392,66,256,420,0,13.6,0.0,1.8,69.6,56.734144,15.005348062784908,522,0,1,0,0,0,0,0,1,0,1,0,1,0
539,2018-04-11,2018,4,11,0,2714,2452,23,239,0,0,19.1,0.2,2.2,39.1,63.573119000000005,20.683291008720985,540,0,1,0,0,0,0,0,0,1,0,1,1,0
540,2018-04-12,2018,4,12,0,2714,2406,40,268,384,0,13.7,0.0,1.1,39.5,57.105885,15.605354505155097,535,0,1,0,0,0,0,1,0,0,1,0,1,0
541,2018-04-13,2018,4,13,0,2714,2258,164,292,45,0,12.4,0.0,1.6,39.0,55.55464,13.869187038010992,444,0,1,0,0,1,0,0,0,0,0,1,1,0
542,2018-04-16,2018,4,16,0,2714,2396,84,234,484,0,11.5,0.0,1.3,58.4,53.91264,13.165032121494653,599,0,1,0,0,0,1,0,0,0,0,1,1,0
543,2018-04-17,2018,4,17,0,2714,2414,39,261,413,0,12.8,0.0,1.1,63.6,55.632592,14.683670970461243,537,0,1,0,0,0,0,0,1,0,1,0,1,0
544,2018-04-18,2018,4,18,0,2714,2397,49,268,0,0,13.4,0.0,1.1,59.3,56.540838,15.298126660257148,456,0,1,0,0,0,0,0,0,1,0,1,1,0
545,2018-04-19,2018,4,19,0,2714,2328,98,288,285,0,14.5,0.0,1.0,57.9,58.076845000000006,16.511000000000003,499,0,1,0,0,0,0,1,0,0,1,0,1,0
546,2018-04-20,2018,4,20,0,2714,2217,194,303,42,0,16.4,0.0,1.0,53.4,60.617824,18.4452,409,0,1,0,0,1,0,0,0,0,0,1,1,0
547,2018-04-23,2018,4,23,0,2714,2390,89,235,440,0,11.2,45.8,1.1,91.6,52.429808,13.04512246433882,569,0,1,0,0,0,1,0,0,0,0,1,1,0
548,2018-04-24,2018,4,24,0,2714,2380,60,274,360,0,12.4,8.9,1.7,80.1,54.722776,13.801372185000483,587,0,1,0,0,0,0,0,1,0,1,0,1,0
549,2018-04-25,2018,4,25,0,2714,2363,66,285,0,0,13.4,0.0,1.3,52.8,56.608048,15.13152961443133,0,0,1,0,0,0,0,0,0,1,1,0,1,0
550,2018-04-26,2018,4,26,0,2714,2352,69,293,266,0,14.2,0.0,0.9,61.4,57.653412,16.30154704567191,483,0,1,0,0,0,0,1,0,0,1,0,1,0
551,2018-04-27,2018,4,27,0,2714,2205,205,304,40,0,16.1,0.0,1.1,58.3,60.296537,18.063177264338727,380,0,1,0,0,1,0,0,0,0,0,1,1,0
552,2018-04-30,2018,4,30,1,2714,1888,646,180,107,0,17.7,0.0,1.2,72.1,62.960783,19.6397774775677,317,0,1,0,0,0,1,0,0,0,0,1,1,0
553,2018-05-02,2018,5,2,0,2721,2364,110,247,0,0,16.3,3.2,1.1,88.6,61.130582,18.26799582760403,535,0,1,0,0,0,0,0,0,1,0,1,1,0
554,2018-05-03,2018,5,3,0,2721,2323,102,296,332,0,13.3,0.0,3.4,45.3,56.559751000000006,13.970785897699734,436,0,1,0,0,0,0,1,0,0,1,0,1,0
555,2018-05-04,2018,5,4,1,2721,2196,241,284,57,0,15.1,0.0,2.8,36.1,58.765289,16.157809814732534,440,0,1,0,0,1,0,0,0,0,0,1,1,0
556,2018-05-08,2018,5,8,0,2721,2357,133,231,590,0,14.9,0.0,2.0,65.1,58.662601,16.277560058778825,625,0,1,0,0,0,0,0,1,0,0,1,1,0
557,2018-05-09,2018,5,9,0,2721,2366,86,269,0,0,14.1,0.0,1.6,60.0,57.5164,15.652430595984882,413,0,1,0,0,0,0,0,0,1,0,1,1,0
558,2018-05-10,2018,5,10,0,2721,2350,80,291,369,0,15.8,0.0,1.3,64.8,59.967616,17.615526447614503,441,0,1,0,0,0,0,1,0,0,1,0,1,0
559,2018-05-11,2018,5,11,0,2721,2242,183,296,48,0,16.5,0.0,1.2,60.3,60.892105,18.40409327251633,445,0,1,0,0,1,0,0,0,0,0,1,1,0
560,2018-05-14,2018,5,14,0,2721,2392,100,229,490,0,19.0,0.0,1.1,64.4,64.59444,21.033046431685605,536,0,1,0,0,0,1,0,0,0,0,1,1,0
561,2018-05-15,2018,5,15,0,2721,2385,64,272,457,0,20.4,0.3,1.0,72.4,67.092704,22.517200000000003,620,0,1,0,0,0,0,0,1,0,1,0,1,0
562,2018-05-16,2018,5,16,0,2721,2399,58,264,0,0,21.0,3.3,1.1,93.4,69.37166,23.08123206433863,472,0,1,0,0,0,0,0,0,1,0,1,1,0
563,2018-05-17,2018,5,17,0,2721,2372,71,278,343,0,21.6,1.8,1.3,91.6,70.284944,23.61851879447384,473,0,1,0,0,0,0,1,0,0,1,0,1,0
564,2018-05-18,2018,5,18,0,2721,2274,145,302,29,0,21.2,1.4,1.7,83.0,69.02304,23.068945893758087,399,0,1,0,0,1,0,0,0,0,0,1,1,0
565,2018-05-21,2018,5,21,1,2721,1716,861,144,139,0,17.2,0.0,1.5,64.0,61.97792,18.95462277181256,234,0,1,0,0,0,1,0,0,0,0,1,1,0
566,2018-05-23,2018,5,23,0,2721,2386,89,246,0,0,19.9,17.4,1.5,60.5,65.686605,21.774976402781764,477,0,1,0,0,0,0,0,0,1,0,1,1,0
567,2018-05-24,2018,5,24,0,2721,2376,64,281,379,0,18.9,0.0,1.0,56.5,64.101215,20.9902,494,0,1,0,0,0,0,1,0,0,1,0,1,0
568,2018-05-25,2018,5,25,0,2721,2292,136,293,70,0,19.2,0.0,0.9,56.3,64.502604,21.35840680871796,432,0,1,0,0,1,0,0,0,0,0,1,1,0
569,2018-05-28,2018,5,28,0,2721,2408,92,221,495,0,19.0,2.8,0.6,86.3,65.58213,21.393093121118227,594,0,1,0,0,0,1,0,0,0,0,1,1,0
570,2018-05-29,2018,5,29,0,2721,2390,73,258,422,0,21.9,0.0,0.9,75.8,69.633798,24.089111080762837,552,0,1,0,0,0,0,0,1,0,1,0,1,0
571,2018-05-30,2018,5,30,0,2721,2360,80,281,0,0,22.1,0.0,1.2,76.5,69.998935,24.17061956275604,0,0,1,0,0,0,0,0,0,1,1,0,1,0
572,2018-05-31,2018,5,31,0,2721,2348,90,283,242,0,19.7,0.0,1.1,60.3,65.394409,21.74991140311416,525,0,1,0,0,0,0,1,0,0,1,0,1,0
573,2018-06-01,2018,6,1,0,2728,2257,180,291,55,0,21.4,0.0,1.2,56.6,67.531476,23.44980377647607,395,0,0,1,0,0,1,0,0,0,0,1,1,0
574,2018-06-04,2018,6,4,0,2728,2355,158,215,519,0,22.2,0.0,1.2,63.9,69.188242,24.27359324651032,564,0,0,1,0,0,1,0,0,0,0,1,1,0
575,2018-06-05,2018,6,5,1,2728,2332,163,233,253,0,19.8,1.5,0.8,80.8,66.622016,22.029832884448098,526,0,0,1,0,0,0,0,1,0,1,0,1,0
576,2018-06-07,2018,6,7,0,2728,2276,187,265,379,0,23.2,0.0,1.3,66.9,70.89089200000001,25.27451668326261,475,0,0,1,0,0,0,1,0,0,0,1,1,0
577,2018-06-08,2018,6,8,0,2728,2188,252,288,65,0,23.5,0.0,1.0,67.5,71.386375,25.673000000000005,458,0,0,1,0,1,0,0,0,0,0,1,1,0
578,2018-06-11,2018,6,11,0,2728,2380,153,195,490,0,17.7,32.3,1.0,82.8,63.305644,19.768600000000003,557,0,0,1,0,0,1,0,0,0,0,1,1,0
579,2018-06-12,2018,6,12,1,2728,2338,156,234,249,0,18.5,19.4,0.9,83.0,64.61745,20.65044644189152,441,0,0,1,0,0,0,0,1,0,0,1,1,0
580,2018-06-14,2018,6,14,0,2728,2278,190,260,381,0,20.1,0.0,1.6,69.1,66.449909,21.9462313888339,464,0,0,1,0,0,0,1,0,0,1,0,1,0
581,2018-06-15,2018,6,15,0,2728,2199,234,295,44,0,19.7,0.0,1.9,59.3,65.342379,21.419681165058023,442,0,0,1,0,1,0,0,0,0,0,1,1,0
582,2018-06-18,2018,6,18,0,2728,2412,87,229,335,0,23.0,0.0,1.2,66.4,70.55408,25.09738271654457,485,0,0,1,0,0,1,0,0,0,0,1,1,0
583,2018-06-19,2018,6,19,0,2728,2413,68,247,415,0,21.3,8.4,0.9,80.8,69.03689600000001,23.48228790919731,537,0,0,1,0,0,0,0,1,0,1,0,1,0
584,2018-06-20,2018,6,20,0,2728,2398,73,257,0,0,23.2,0.0,1.1,70.6,71.211608,25.33423626025695,448,0,0,1,0,0,0,0,0,1,0,1,1,0
585,2018-06-21,2018,6,21,0,2728,2374,72,282,329,0,23.6,0.0,1.1,60.9,70.93597600000001,25.74387338678756,550,0,0,1,0,0,0,1,0,0,1,0,1,0
586,2018-06-22,2018,6,22,0,2728,2245,178,305,50,0,22.6,0.0,0.9,60.1,69.458474,24.79707144758928,448,0,0,1,0,1,0,0,0,0,1,0,1,0
587,2018-06-25,2018,6,25,0,2728,2384,104,240,424,0,24.6,0.0,1.2,65.0,72.7611,26.744961656613057,537,0,0,1,0,0,1,0,0,0,0,1,1,0
588,2018-06-26,2018,6,26,0,2728,2414,71,243,384,0,23.1,0.3,1.2,84.4,72.243236,25.200356400298844,583,0,0,1,0,0,0,0,1,0,1,0,1,0
589,2018-06-27,2018,6,27,0,2728,2385,66,277,0,0,25.0,12.0,1.8,79.5,74.85775000000001,27.056275729642163,0,0,0,1,0,0,0,0,0,1,1,0,1,0
590,2018-06-28,2018,6,28,0,2728,2359,83,286,234,0,21.9,91.9,1.4,89.5,70.644995,23.89559856677132,449,0,0,1,0,0,0,1,0,0,0,1,1,0
591,2018-06-29,2018,6,29,0,2728,2219,210,299,12,0,24.1,2.9,1.2,81.3,73.592467,26.23009323784165,371,0,0,1,0,1,0,0,0,0,0,1,1,0
592,2018-07-02,2018,7,2,0,2704,2399,96,209,130,0,24.8,57.4,1.0,84.6,75.061192,26.996400000000005,609,0,0,1,0,0,1,0,0,0,0,1,1,0
593,2018-07-03,2018,7,3,0,2704,2413,71,220,232,0,23.6,14.4,1.6,84.0,73.02976000000001,25.617615184662498,528,0,0,1,0,0,0,0,1,0,1,0,1,0
594,2018-07-04,2018,7,4,0,2704,2373,94,237,0,0,26.4,0.0,1.2,72.9,76.312444,28.5984879641901,488,0,0,1,0,0,0,0,0,1,0,1,1,0
595,2018-07-05,2018,7,5,0,2704,2341,93,270,234,0,23.5,81.9,0.8,86.4,73.08076,25.74497884156185,509,0,0,1,0,0,0,1,0,0,1,0,1,0
596,2018-07-06,2018,7,6,0,2704,2221,194,289,36,0,21.2,4.9,1.2,83.8,69.076544,23.24385640896752,389,0,0,1,0,1,0,0,0,0,0,1,1,0
597,2018-07-09,2018,7,9,0,2704,2337,139,228,300,0,19.3,23.4,0.6,89.4,66.230458,21.68915778246138,519,0,0,1,0,0,1,0,0,0,0,1,1,0
598,2018-07-10,2018,7,10,0,2704,2357,96,251,292,0,24.0,0.0,0.4,82.0,73.49719999999999,26.43482305405972,524,0,0,1,0,0,0,0,1,0,1,0,1,0
599,2018-07-11,2018,7,11,0,2704,2354,95,255,1,0,26.6,0.0,1.0,75.6,76.943704,28.828800000000008,435,0,0,1,0,0,0,0,0,1,0,1,1,0
600,2018-07-12,2018,7,12,0,2704,2332,102,270,244,0,27.0,0.0,1.3,75.6,77.56708,29.207511669135965,487,0,0,1,0,0,0,1,0,0,1,0,1,0
601,2018-07-13,2018,7,13,0,2704,2202,200,302,29,0,27.5,0.0,1.0,75.0,78.26875,29.745000000000005,394,0,0,1,0,1,0,0,0,0,0,1,1,0
602,2018-07-16,2018,7,16,0,2704,2355,150,199,318,0,27.9,0.0,1.1,69.5,78.157095,30.14747249699155,529,0,0,1,0,0,1,0,0,0,0,1,1,0
603,2018-07-17,2018,7,17,0,2704,2337,111,256,307,0,27.3,0.0,1.1,70.9,77.436443,29.533016807195644,451,0,0,1,0,0,0,0,1,0,1,0,1,0
604,2018-07-18,2018,7,18,0,2704,2342,108,254,0,0,27.9,0.0,1.0,69.1,78.10381100000001,30.152200000000008,407,0,0,1,0,0,0,0,0,1,0,1,1,0
605,2018-07-19,2018,7,19,0,2704,2306,113,285,265,0,28.1,0.0,0.9,67.4,78.17280600000001,30.359617186939943,554,0,0,1,0,0,0,1,0,0,1,0,1,0
606,2018-07-20,2018,7,20,0,2704,2140,273,291,49,0,28.6,0.0,0.8,67.0,78.85538,30.865855701367288,394,0,0,1,0,1,0,0,0,0,0,1,1,0
607,2018-07-23,2018,7,23,0,2704,2257,224,223,341,0,28.6,0.0,1.1,69.1,79.149674,30.86433746842011,515,0,0,1,0,0,1,0,0,0,0,1,1,0
608,2018-07-24,2018,7,24,0,2704,2271,201,232,392,0,28.8,0.0,1.3,71.8,79.832216,31.07050929402334,526,0,0,1,0,0,0,0,1,0,1,0,1,0
609,2018-07-25,2018,7,25,0,2704,2222,226,256,1,0,29.4,0.0,1.2,69.0,80.33014,31.68769847681851,0,0,0,1,0,0,0,0,0,1,1,0,1,0
610,2018-07-26,2018,7,26,0,2704,2167,272,265,299,0,30.6,0.0,1.0,62.6,81.098244,32.900800000000004,484,0,0,1,0,0,0,1,0,0,1,0,1,0
611,2018-07-27,2018,7,27,0,2704,2030,403,271,59,0,30.0,0.4,1.0,71.1,81.54939999999999,32.290000000000006,388,0,0,1,0,1,0,0,0,0,0,1,1,0
612,2018-07-30,2018,7,30,0,2704,2024,487,193,401,0,28.1,4.9,1.6,71.0,78.65949,30.33796577929926,436,0,0,1,0,0,1,0,0,0,0,1,1,0
